accuracy,loss,val_accuracy,val_loss,learning_rate
0.8266887068748474,0.429197758436203,0.8389760255813599,0.40389499068260193,0.0010000000474974513
0.8355711698532104,0.4256994426250458,0.8373245000839233,0.4071652293205261,0.0010000000474974513
0.8320595026016235,0.42285722494125366,0.843104898929596,0.40185052156448364,0.0010000000474974513
0.8368105888366699,0.4128490090370178,0.8521882891654968,0.39185830950737,0.0005000000237487257
0.8310266733169556,0.4147855043411255,0.8521882891654968,0.39278554916381836,0.0005000000237487257
0.8376368284225464,0.41090402007102966,0.8472337126731873,0.3895847797393799,0.0005000000237487257
0.8376368284225464,0.4127762019634247,0.8546655774116516,0.38486525416374207,0.0005000000237487257
0.8409419655799866,0.40763822197914124,0.8513625264167786,0.3859759569168091,0.0005000000237487257
0.8411484956741333,0.4054434299468994,0.8596201539039612,0.38575950264930725,0.0005000000237487257
0.8450733423233032,0.40339210629463196,0.862097442150116,0.38516050577163696,0.0005000000237487257
0.8394959568977356,0.4044298827648163,0.8513625264167786,0.38721656799316406,0.0005000000237487257
0.8444536328315735,0.3969242572784424,0.8604459166526794,0.38582468032836914,0.0005000000237487257
0.8444536328315735,0.3966085612773895,0.8530140519142151,0.38707810640335083,0.0002500000118743628
0.8469324707984924,0.3918535113334656,0.8530140519142151,0.382778137922287,0.0002500000118743628
0.843214213848114,0.3926747739315033,0.8596201539039612,0.37742727994918823,0.0002500000118743628
0.8485850095748901,0.38750696182250977,0.8645747303962708,0.3790134787559509,0.0002500000118743628
0.8467258810997009,0.38785624504089355,0.8596201539039612,0.3761468529701233,0.0002500000118743628
0.8518900871276855,0.3874782919883728,0.8579686284065247,0.3779972195625305,0.0002500000118743628
0.8467258810997009,0.39254891872406006,0.8596201539039612,0.3754075765609741,0.0002500000118743628
0.8475521802902222,0.39237743616104126,0.865400493144989,0.3734404146671295,0.0002500000118743628
0.8492047190666199,0.3813924193382263,0.865400493144989,0.37359708547592163,0.0002500000118743628
0.8547820448875427,0.3875395953655243,0.8678777813911438,0.373841792345047,0.0002500000118743628
0.8485850095748901,0.3851102888584137,0.8513625264167786,0.37584853172302246,0.0002500000118743628
0.8489981293678284,0.38026314973831177,0.8687035441398621,0.3700913190841675,0.0002500000118743628
0.8436273336410522,0.3888048827648163,0.8629232048988342,0.36980992555618286,0.0002500000118743628
0.8523032665252686,0.3787330687046051,0.865400493144989,0.369364857673645,0.0002500000118743628
0.8523032665252686,0.3780389130115509,0.8637489676475525,0.3687800168991089,0.0002500000118743628
0.8481718897819519,0.39124587178230286,0.865400493144989,0.36957934498786926,0.0002500000118743628
0.8504441380500793,0.3789633810520172,0.862097442150116,0.3689768314361572,0.0002500000118743628
0.8504441380500793,0.38633716106414795,0.8554913401603699,0.3707267642021179,0.0002500000118743628
0.8485850095748901,0.38373300433158875,0.8687035441398621,0.36579716205596924,0.0002500000118743628
0.8494112491607666,0.3817537724971771,0.8678777813911438,0.36584213376045227,0.0002500000118743628
0.854575514793396,0.37562698125839233,0.8703550696372986,0.3651851415634155,0.0002500000118743628
0.8529229760169983,0.3767378032207489,0.8703550696372986,0.36395788192749023,0.0002500000118743628
0.8504441380500793,0.38285231590270996,0.8662262558937073,0.36402350664138794,0.0002500000118743628
0.8537492156028748,0.3801611363887787,0.8662262558937073,0.3648509383201599,0.0002500000118743628
0.8506506681442261,0.37851929664611816,0.865400493144989,0.3640231192111969,0.0002500000118743628
0.854162335395813,0.37095171213150024,0.8687035441398621,0.36401084065437317,0.0002500000118743628
0.8516835570335388,0.38147833943367004,0.8678777813911438,0.36341866850852966,0.0002500000118743628
0.8516835570335388,0.3773644268512726,0.8695293068885803,0.35963401198387146,0.0002500000118743628
0.8562280535697937,0.3751656115055084,0.8703550696372986,0.35897165536880493,0.0002500000118743628
0.8564346432685852,0.37282851338386536,0.8687035441398621,0.361089289188385,0.0002500000118743628
0.8605660200119019,0.3739306926727295,0.865400493144989,0.3605322539806366,0.0002500000118743628
0.8487915992736816,0.374331533908844,0.865400493144989,0.3635506331920624,0.0002500000118743628
0.8539558053016663,0.3659267723560333,0.8662262558937073,0.3621513545513153,0.0002500000118743628
0.8591200113296509,0.3705357611179352,0.8645747303962708,0.36030247807502747,0.0002500000118743628
0.8589134216308594,0.3632849454879761,0.8662262558937073,0.3596230149269104,0.0001250000059371814
0.8601528406143188,0.35699668526649475,0.8662262558937073,0.3597455322742462,0.0001250000059371814
0.855608344078064,0.37385720014572144,0.8629232048988342,0.3581565022468567,0.0001250000059371814
0.8587068915367126,0.36419370770454407,0.8670520186424255,0.35731038451194763,0.0001250000059371814
0.8609791398048401,0.36436304450035095,0.8637489676475525,0.3583287298679352,0.0001250000059371814
0.8551952242851257,0.36744171380996704,0.8670520186424255,0.35620495676994324,0.0001250000059371814
0.855608344078064,0.36249232292175293,0.8678777813911438,0.35566702485084534,0.0001250000059371814
0.8595331311225891,0.3631522059440613,0.8670520186424255,0.3560072183609009,0.0001250000059371814
0.855608344078064,0.3638887405395508,0.8645747303962708,0.35843950510025024,0.0001250000059371814
0.8589134216308594,0.3633544147014618,0.8670520186424255,0.35790902376174927,0.0001250000059371814
0.8518900871276855,0.3642762303352356,0.865400493144989,0.35667091608047485,0.0001250000059371814
0.8607725501060486,0.3570053279399872,0.8670520186424255,0.35507917404174805,0.0001250000059371814
0.8562280535697937,0.35885515809059143,0.8637489676475525,0.3548974096775055,0.0001250000059371814
0.8582937121391296,0.3624514043331146,0.8662262558937073,0.3558342456817627,0.0001250000059371814
0.8587068915367126,0.3608538508415222,0.8596201539039612,0.3547406792640686,0.0001250000059371814
0.8568477630615234,0.3592489957809448,0.8612716794013977,0.3544694483280182,0.0001250000059371814
0.8599463105201721,0.35631194710731506,0.8662262558937073,0.352045476436615,0.0001250000059371814
0.8574674725532532,0.3615987002849579,0.8662262558937073,0.3515744209289551,0.0001250000059371814
0.8605660200119019,0.3619890809059143,0.8637489676475525,0.35091423988342285,0.0001250000059371814
0.8597397208213806,0.3609340488910675,0.8678777813911438,0.34914976358413696,0.0001250000059371814
0.8587068915367126,0.3613336682319641,0.8670520186424255,0.3496621549129486,0.0001250000059371814
0.8585003018379211,0.36220404505729675,0.8662262558937073,0.3529207110404968,0.0001250000059371814
0.8603594303131104,0.36773064732551575,0.8695293068885803,0.35101383924484253,0.0001250000059371814
0.8595331311225891,0.36072617769241333,0.8662262558937073,0.35150840878486633,0.0001250000059371814
0.8609791398048401,0.3567527234554291,0.8678777813911438,0.3508118987083435,0.0001250000059371814
